Product,Brand,Quantity Sold,Region,Core Specification,Processor Specification,RAM,ROM,SSD,Price
1,12,2,1,4,0,6,512,0,175202
1,17,9,0,4,2,8,256,0,142136
1,17,9,2,4,0,32,128,0,189706
0,6,2,0,6,12,4,1,512,150137
0,8,5,4,1,4,12,1,1024,115300
1,11,9,0,4,1,8,128,0,178690
0,6,1,0,7,13,16,1,256,13285
0,8,3,4,1,4,4,512,512,166220
0,17,3,0,3,6,16,1,256,102614
0,4,7,0,1,4,6,128,2048,137366
0,12,5,1,6,12,12,512,512,114589
0,7,6,4,0,3,8,1,512,166178
1,10,8,1,4,9,12,128,0,144086
1,16,1,1,4,2,12,512,0,89010
1,8,8,4,4,8,8,512,0,80968
1,11,9,3,4,0,32,64,0,140506
1,17,9,0,4,7,8,1,0,153482
0,11,6,2,5,11,32,1,1024,96233
0,16,7,4,6,12,16,128,2048,40028
1,12,5,1,4,1,32,1,0,155638
0,7,10,3,1,4,12,128,2048,178901
1,5,4,2,4,9,12,128,0,192227
0,18,6,0,6,12,6,256,256,46959
0,11,9,4,8,14,16,512,256,8556
1,3,5,4,4,8,4,64,0,175877
0,1,6,2,5,11,8,512,512,80919
0,2,1,2,0,3,8,128,2048,135492
1,13,5,4,4,10,16,64,0,133566
1,12,8,1,4,10,6,1,0,55690
1,19,10,3,4,0,12,1,0,97735
0,13,8,4,8,14,6,512,512,99877
1,13,2,4,4,7,16,128,0,41831
1,15,3,2,4,1,6,128,0,176594
1,19,7,4,4,0,32,1,0,33168
0,16,9,2,5,11,4,64,256,111015
0,2,3,3,5,11,32,512,2048,143403
0,2,2,0,5,11,4,512,256,177509
1,11,7,1,4,1,6,128,0,84169
0,18,4,3,6,12,6,64,256,26331
1,0,3,1,4,0,32,128,0,117154
1,10,3,4,4,1,8,128,0,5733
1,0,9,2,4,7,6,64,0,63413
1,11,9,2,4,7,8,128,0,48078
0,7,9,0,5,11,32,128,2048,128486
0,15,6,4,5,11,4,64,1024,100675
1,18,8,3,4,1,8,64,0,158118
0,10,5,0,3,6,4,1,256,5777
1,19,6,0,4,2,16,256,0,161959
0,2,3,3,7,13,16,512,1024,48616
1,11,4,0,4,8,6,128,0,192897
0,0,4,2,0,3,4,64,1024,96899
0,4,9,3,8,14,8,256,512,153151
0,3,4,0,0,3,32,512,1024,24813
1,17,1,2,4,9,4,1,0,162890
1,8,10,0,4,2,32,512,0,26626
0,16,7,4,5,11,32,128,256,112858
0,18,5,4,0,3,4,256,1024,95709
1,12,1,1,4,9,16,512,0,165055
1,0,8,2,4,2,32,512,0,14797
0,5,8,4,2,5,12,1,1024,101268
1,11,1,2,4,7,16,512,0,110845
1,3,9,0,4,10,8,512,0,186476
0,4,10,4,0,3,12,512,2048,172202
0,18,7,1,3,6,32,512,256,105152
0,5,8,0,5,11,8,64,2048,5194
1,9,4,1,4,9,32,128,0,139284
1,8,10,2,4,7,32,1,0,176600
1,2,7,2,4,9,32,1,0,131054
0,1,7,4,0,3,32,256,2048,135895
1,10,9,3,4,10,16,256,0,165471
1,9,1,3,4,9,6,1,0,183808
1,7,6,1,4,9,12,1,0,134580
1,18,7,4,4,10,32,64,0,90476
0,0,8,1,6,12,12,64,512,28078
0,16,2,2,3,6,6,256,256,136372
1,1,10,1,4,9,4,256,0,165742
0,1,4,4,6,12,32,512,512,101257
0,13,3,1,5,11,16,128,256,33972
0,18,5,0,8,14,4,512,256,197341
1,4,2,2,4,7,32,256,0,142022
0,12,5,0,0,3,8,256,2048,88211
1,8,10,3,4,9,6,128,0,12525
1,18,6,2,4,2,32,512,0,105789
1,14,8,0,4,9,32,128,0,162742
1,10,6,4,4,7,32,256,0,144107
0,15,9,4,1,4,8,256,1024,94800
1,1,4,0,4,2,32,1,0,24972
1,11,1,3,4,7,12,256,0,56829
0,3,1,0,8,14,8,1,2048,23900
1,10,2,0,4,2,12,128,0,191140
1,2,2,4,4,1,12,64,0,61865
1,1,6,3,4,7,32,128,0,145413
1,9,8,2,4,8,12,256,0,144200
0,16,10,3,8,14,4,128,1024,74191
0,7,5,2,6,12,4,64,1024,39699
1,9,3,3,4,0,6,256,0,39403
0,2,9,3,5,11,4,64,1024,77463
1,14,4,1,4,7,8,512,0,159945
0,12,3,1,1,4,16,64,256,38679
0,1,7,0,6,12,16,128,1024,48433
0,7,10,4,8,14,8,128,512,18486
1,2,5,2,4,1,32,1,0,95071
0,12,4,2,1,4,4,256,256,74352
1,8,8,0,4,8,6,1,0,194475
1,10,5,3,4,9,6,128,0,128389
0,1,6,4,0,3,12,512,1024,47512
0,17,2,0,0,3,8,128,512,126387
0,15,8,2,3,6,4,64,256,98571
1,15,1,2,4,1,4,512,0,29882
0,6,10,2,8,14,12,64,1024,173669
0,3,7,2,2,5,4,128,2048,85511
1,18,1,2,4,9,12,64,0,85556
1,4,7,0,4,10,8,256,0,173553
1,9,3,3,4,7,8,128,0,135962
0,8,9,3,5,11,16,128,256,145682
0,17,1,3,8,14,6,128,2048,34434
1,2,2,4,4,0,32,64,0,178657
1,0,5,0,4,9,12,256,0,112996
1,7,10,0,4,9,12,64,0,185123
0,10,3,4,3,6,16,64,256,186832
0,13,9,1,8,14,32,128,2048,63566
0,9,4,2,3,6,12,1,1024,165433
0,12,4,3,7,13,16,128,1024,107633
1,14,9,4,4,0,4,512,0,95812
0,13,5,4,7,13,12,64,512,91716
1,8,4,3,4,10,8,512,0,125580
1,14,8,1,4,1,16,512,0,25328
0,6,9,2,6,12,32,64,1024,23345
0,10,9,1,5,11,6,512,512,164150
1,12,3,0,4,8,6,1,0,90444
1,5,1,3,4,0,8,128,0,154788
0,11,1,3,6,12,16,512,2048,15337
1,19,2,3,4,0,4,1,0,193075
0,7,6,0,8,14,12,64,1024,94656
0,5,6,1,3,6,6,512,256,115363
1,15,8,4,4,8,6,512,0,20519
1,17,6,3,4,2,4,256,0,56967
0,18,10,0,3,6,6,64,1024,117243
1,11,7,2,4,10,12,1,0,86356
0,9,4,1,7,13,4,64,256,144092
1,17,6,1,4,10,16,64,0,95700
1,10,5,2,4,8,4,64,0,159223
0,6,3,0,6,12,4,1,256,124456
0,14,1,4,5,11,12,128,256,186994
1,19,2,1,4,2,16,256,0,139774
0,0,6,3,5,11,6,1,512,190638
1,15,10,1,4,7,4,128,0,171641
1,4,10,1,4,8,8,256,0,120280
0,11,6,1,0,3,8,128,512,138183
1,0,5,2,4,7,6,128,0,34174
1,13,2,2,4,1,6,1,0,159158
0,15,7,0,8,14,6,1,2048,47329
1,10,4,2,4,1,12,256,0,173379
1,0,7,4,4,1,32,256,0,110839
0,11,9,1,6,12,32,64,512,185174
1,1,4,3,4,1,8,256,0,138818
0,10,1,4,5,11,6,64,512,108255
0,19,5,3,6,12,4,256,512,180398
1,8,9,0,4,7,12,512,0,42692
0,15,3,3,0,3,4,256,2048,156743
0,3,2,1,5,11,16,64,1024,63783
0,14,3,2,1,4,16,128,256,136338
0,15,9,1,0,3,8,512,2048,164362
1,3,2,2,4,1,4,64,0,86575
1,9,3,1,4,10,16,128,0,131597
1,2,5,3,4,7,16,512,0,80199
1,4,1,4,4,7,4,256,0,59140
0,13,6,1,8,14,32,512,1024,157949
1,5,3,1,4,1,6,128,0,134086
0,1,1,4,2,5,32,512,256,110336
0,13,4,2,0,3,32,1,256,90826
0,13,5,4,3,6,32,256,256,61954
0,11,7,0,6,12,8,128,1024,140755
1,9,5,2,4,8,12,256,0,130537
0,8,5,2,2,5,12,256,1024,74992
0,4,3,0,8,14,8,64,1024,151739
1,18,7,0,4,8,4,256,0,30097
0,11,2,4,6,12,32,128,512,137709
1,17,9,4,4,10,8,512,0,43657
1,0,5,4,4,2,4,256,0,95814
1,6,6,4,4,10,8,512,0,163783
0,18,7,0,7,13,12,512,2048,194958
1,5,3,0,4,2,8,512,0,155964
0,19,6,4,7,13,4,64,2048,168281
0,8,4,1,5,11,8,128,512,16064
1,12,2,1,4,7,8,512,0,60480
0,15,8,2,5,11,16,64,2048,37081
0,14,10,1,2,5,12,1,1024,105037
0,3,3,0,7,13,6,512,1024,10189
0,7,10,1,3,6,4,64,512,59410
1,3,3,3,4,2,12,256,0,77142
1,0,2,1,4,1,12,512,0,143633
1,17,1,4,4,1,4,512,0,90910
1,13,4,2,4,7,12,128,0,34118
1,4,5,1,4,2,6,512,0,6559
0,4,4,3,6,12,8,1,2048,33485
1,0,2,3,4,0,6,256,0,14528
1,14,3,4,4,2,16,128,0,126031
1,7,2,0,4,2,4,64,0,29507
0,6,1,3,1,4,32,128,256,174465
1,8,1,0,4,2,32,256,0,55008
0,15,7,1,6,12,32,128,512,75384
1,16,6,4,4,1,32,512,0,119196
1,8,9,2,4,0,6,256,0,127400
1,12,1,4,4,7,4,64,0,90743
1,0,8,0,4,9,4,128,0,191435
0,8,4,3,8,14,8,128,1024,106453
1,8,10,0,4,8,12,256,0,94170
1,17,5,4,4,2,4,64,0,151020
1,11,6,1,4,2,8,128,0,54224
0,16,5,3,5,11,4,1,256,196876
0,19,7,2,1,4,4,64,512,81216
1,2,2,2,4,9,12,512,0,171433
0,8,4,3,8,14,8,1,1024,107463
1,16,9,4,4,7,4,512,0,148878
1,4,1,0,4,10,8,1,0,146264
0,14,7,2,1,4,4,64,256,70008
1,14,10,4,4,10,4,512,0,63630
1,19,9,1,4,10,6,256,0,165942
0,19,7,2,2,5,6,128,256,108199
1,19,10,2,4,1,4,256,0,180218
1,0,9,2,4,9,16,64,0,100893
1,8,8,1,4,7,16,128,0,142063
0,10,9,3,5,11,6,128,512,19752
1,4,6,2,4,9,4,128,0,160080
0,8,7,3,2,5,32,1,2048,110246
1,8,9,1,4,8,6,512,0,107075
1,11,7,4,4,8,32,512,0,82735
0,17,5,0,0,3,8,1,256,173331
1,4,6,4,4,0,32,64,0,191762
0,14,2,2,7,13,12,256,2048,196478
0,6,1,2,1,4,8,128,512,71419
1,17,4,2,4,0,16,1,0,21312
1,16,4,3,4,10,4,256,0,136430
1,9,9,3,4,9,32,128,0,97259
0,5,7,3,5,11,6,256,256,144793
0,17,10,3,6,12,4,1,2048,129261
0,2,9,4,3,6,6,128,256,163070
0,2,9,1,6,12,12,512,2048,79819
0,2,6,4,0,3,32,512,512,58495
0,2,7,4,6,12,16,512,512,66855
1,14,1,2,4,0,6,512,0,118595
1,10,10,2,4,0,12,128,0,151245
1,10,7,1,4,10,8,512,0,17576
1,6,1,4,4,2,12,1,0,78498
0,6,10,3,6,12,32,256,2048,149451
0,14,6,4,5,11,6,1,1024,136318
0,14,1,4,1,4,4,128,1024,159583
1,12,3,4,4,1,12,64,0,33765
0,0,7,4,1,4,8,1,256,173606
1,11,9,3,4,0,4,256,0,132284
1,14,1,2,4,10,16,64,0,10365
0,11,5,0,6,12,32,512,512,14258
1,9,2,0,4,8,8,1,0,147849
1,9,1,2,4,0,32,512,0,168346
0,0,6,2,6,12,4,128,2048,190692
1,13,4,0,4,10,6,1,0,77849
0,2,10,3,3,6,32,1,512,137218
0,9,5,4,2,5,16,64,2048,24320
0,19,1,2,3,6,32,64,1024,113423
0,15,2,3,5,11,4,256,256,134159
1,12,3,4,4,1,16,512,0,16351
0,16,6,2,6,12,32,64,256,126900
1,17,4,4,4,2,6,1,0,42900
1,11,5,1,4,10,32,512,0,31547
0,7,5,1,6,12,8,1,256,95284
0,1,9,2,8,14,16,1,256,7051
0,6,5,1,0,3,12,256,256,81829
1,9,10,3,4,2,8,64,0,138503
0,0,9,3,1,4,6,128,512,133455
0,2,10,3,6,12,8,512,1024,119054
0,17,5,0,0,3,32,128,2048,84615
0,7,3,4,0,3,8,64,2048,83743
0,13,3,2,6,12,12,512,512,102193
0,11,3,2,1,4,12,1,2048,53079
0,14,7,4,6,12,8,256,256,148262
0,10,4,0,5,11,16,1,1024,22295
0,2,9,4,8,14,12,256,1024,168025
0,18,10,4,0,3,32,512,512,133327
1,0,3,3,4,0,32,1,0,94643
1,14,1,2,4,8,4,256,0,38692
0,13,10,1,2,5,32,128,512,20070
1,15,5,3,4,0,8,1,0,163940
0,3,1,1,2,5,32,64,2048,16093
1,0,3,1,4,10,6,1,0,111648
1,12,2,3,4,1,32,64,0,70424
0,15,3,1,7,13,4,128,1024,43705
1,18,6,3,4,9,12,1,0,26031
0,14,7,1,5,11,4,64,256,94740
1,5,7,1,4,0,6,64,0,123632
1,3,2,0,4,9,16,64,0,57772
1,2,7,2,4,9,16,256,0,158169
1,5,8,1,4,1,12,1,0,163069
0,14,6,2,7,13,12,512,2048,113543
0,18,5,1,2,5,8,256,256,55539
0,9,3,3,7,13,6,128,1024,87035
0,2,7,3,2,5,12,256,256,91452
0,4,7,4,0,3,32,512,512,166120
1,19,6,4,4,8,8,128,0,160037
0,3,5,1,2,5,8,512,512,150537
0,15,8,1,3,6,12,512,512,82036
0,5,8,0,8,14,4,512,2048,181880
0,9,3,0,7,13,6,1,256,171842
0,8,2,3,3,6,32,256,1024,162725
0,13,4,2,2,5,6,1,512,65029
0,14,1,3,1,4,16,256,1024,159492
0,10,4,2,7,13,6,1,2048,104182
0,5,7,2,2,5,32,256,2048,99953
1,14,1,1,4,10,16,1,0,141660
1,13,6,1,4,2,6,64,0,151923
0,7,2,4,1,4,32,256,512,92533
0,2,8,2,2,5,6,128,1024,124293
0,17,8,2,0,3,6,256,2048,199403
0,19,7,1,6,12,32,128,1024,9966
0,15,4,1,0,3,4,1,1024,79762
0,16,7,2,1,4,8,512,1024,50385
1,1,1,0,4,7,32,1,0,199639
1,6,10,0,4,9,4,128,0,55199
1,15,10,1,4,10,8,256,0,116516
0,19,4,0,6,12,16,64,1024,114905
1,19,6,4,4,7,16,64,0,103084
1,18,8,4,4,9,32,256,0,183393
0,8,6,0,5,11,16,128,256,142200
1,12,1,2,4,7,8,1,0,7260
1,16,9,0,4,10,12,64,0,75276
1,4,10,2,4,1,12,256,0,178461
1,0,5,1,4,0,32,512,0,43838
1,6,6,2,4,8,4,1,0,124246
0,6,1,0,0,3,12,1,512,126896
0,12,9,2,7,13,8,256,512,156541
0,6,1,3,7,13,4,128,256,76654
1,9,9,1,4,8,6,128,0,5355
1,2,6,0,4,10,6,256,0,79034
1,12,1,4,4,0,8,128,0,40500
0,0,3,0,8,14,8,512,1024,114236
0,14,4,4,7,13,12,64,2048,101313
0,9,10,4,6,12,16,1,2048,74212
0,2,9,3,0,3,16,256,2048,163242
1,19,1,1,4,10,16,256,0,42241
0,7,2,2,1,4,4,512,2048,142496
1,11,8,3,4,7,4,64,0,124696
0,14,8,3,6,12,16,256,256,97470
0,9,7,3,3,6,8,256,1024,20222
1,18,4,2,4,0,16,512,0,134470
0,12,7,2,8,14,12,64,256,181819
1,18,6,3,4,7,16,512,0,138104
1,1,8,0,4,0,12,512,0,90632
0,10,7,3,8,14,16,256,2048,126374
1,6,8,1,4,1,4,512,0,44278
1,12,7,2,4,9,16,512,0,157221
0,17,1,1,5,11,4,128,512,97852
0,9,4,1,8,14,8,128,512,72145
0,1,5,1,3,6,6,1,2048,116858
0,13,1,1,5,11,12,256,256,160191
0,3,3,1,6,12,6,64,256,180112
0,17,6,0,2,5,6,64,512,28014
1,12,6,4,4,10,4,128,0,120378
0,6,6,4,3,6,4,64,1024,174060
1,1,2,0,4,1,32,128,0,150411
0,10,3,0,8,14,16,64,256,168758
1,16,8,1,4,0,4,512,0,169389
0,19,2,3,5,11,16,1,256,23582
1,17,8,0,4,9,8,256,0,45347
1,13,7,4,4,7,4,256,0,49013
0,16,5,2,6,12,32,256,1024,130683
1,0,6,3,4,8,32,64,0,104129
1,11,4,3,4,8,12,128,0,55950
0,8,7,0,6,12,16,256,1024,32093
0,18,9,2,2,5,16,1,1024,152391
1,14,1,0,4,0,8,256,0,179622
1,2,4,1,4,8,16,1,0,101155
0,19,3,0,0,3,12,512,512,182971
1,4,1,3,4,7,16,1,0,97767
1,14,4,4,4,10,32,64,0,127101
0,11,2,1,0,3,4,64,512,130301
0,10,1,1,2,5,16,512,2048,118147
1,11,9,1,4,8,4,256,0,194538
0,4,1,1,8,14,8,512,512,36607
0,5,2,2,3,6,6,128,1024,152190
1,4,5,3,4,10,32,128,0,151971
0,19,10,3,3,6,4,512,512,192646
0,13,5,1,8,14,4,512,256,47694
0,8,9,4,0,3,8,128,256,109913
0,10,7,2,5,11,8,256,1024,164228
0,13,7,1,7,13,12,128,512,159229
1,10,5,2,4,9,16,1,0,30455
0,4,2,3,6,12,8,128,1024,40936
0,0,8,1,6,12,12,1,512,198996
0,17,8,3,7,13,16,128,256,5759
0,11,7,1,1,4,4,256,512,177410
0,9,9,0,3,6,16,64,512,89843
1,9,9,2,4,7,12,512,0,79438
1,10,9,2,4,7,12,1,0,99446
0,1,10,1,6,12,4,64,256,133184
1,19,5,4,4,0,12,64,0,93940
1,13,7,3,4,8,6,256,0,187241
1,16,1,4,4,0,12,128,0,138514
0,4,2,0,5,11,8,512,256,14508
1,4,9,3,4,9,32,1,0,51098
0,7,1,2,1,4,4,512,256,42269
1,15,6,0,4,8,4,128,0,52442
1,17,10,4,4,8,12,512,0,36889
0,13,1,1,2,5,32,256,1024,51364
0,10,8,1,1,4,8,512,512,32922
0,1,8,3,6,12,6,64,256,42336
1,2,4,1,4,7,8,512,0,42110
0,13,9,3,0,3,4,1,1024,74597
1,14,7,1,4,8,12,64,0,62594
1,4,6,1,4,2,12,1,0,169311
0,1,1,1,0,3,6,64,2048,82637
1,19,7,2,4,0,6,64,0,193205
0,6,8,1,8,14,6,512,256,136469
0,15,9,2,2,5,6,512,1024,169455
0,11,7,2,8,14,32,1,1024,34852
1,1,1,1,4,2,12,128,0,43718
1,19,6,2,4,9,6,128,0,104735
1,6,5,3,4,0,4,128,0,44721
1,1,3,3,4,7,8,512,0,193689
1,8,6,3,4,1,4,512,0,95239
0,0,9,4,1,4,12,128,2048,62698
1,19,5,3,4,10,16,128,0,10447
1,3,9,3,4,10,16,64,0,16647
1,0,2,1,4,0,32,1,0,98656
1,8,4,0,4,8,4,1,0,24966
0,13,10,1,6,12,16,128,512,132443
1,6,6,3,4,8,32,1,0,74083
1,14,9,1,4,7,4,128,0,145585
0,6,5,2,0,3,4,256,2048,189691
1,17,1,1,4,0,12,256,0,56803
0,9,5,0,5,11,4,512,512,88173
1,10,2,2,4,9,32,1,0,101130
0,2,7,3,3,6,4,1,1024,156598
0,12,1,3,0,3,8,128,512,19229
1,3,6,0,4,0,32,256,0,26573
1,7,1,2,4,10,6,512,0,51127
1,0,1,0,4,8,32,256,0,94271
0,2,5,1,0,3,16,1,1024,178144
0,16,1,4,6,12,8,128,2048,104791
0,14,9,4,5,11,16,64,2048,63531
0,17,10,0,3,6,8,128,512,87331
0,10,5,1,3,6,8,256,2048,91665
0,8,7,0,6,12,4,128,512,63765
1,4,3,2,4,7,4,64,0,149819
0,14,7,3,3,6,6,512,2048,73193
1,3,5,2,4,9,16,512,0,96867
1,13,10,3,4,7,6,128,0,171041
0,3,5,1,2,5,4,64,2048,60720
1,13,9,1,4,1,16,128,0,145387
1,5,6,2,4,7,32,64,0,178528
0,15,5,3,3,6,16,64,2048,20717
0,18,2,0,2,5,8,1,512,130201
0,19,3,4,1,4,32,64,512,34380
0,15,4,1,1,4,12,128,1024,165361
1,7,4,4,4,9,6,128,0,151612
1,9,9,0,4,0,32,64,0,89990
0,12,6,2,1,4,12,128,512,134269
0,14,3,0,6,12,16,512,1024,12723
1,8,1,4,4,9,16,256,0,194433
0,4,6,2,8,14,12,128,1024,86012
0,9,5,2,3,6,16,512,256,9006
0,15,4,3,8,14,12,128,2048,11027
0,19,5,4,5,11,32,128,2048,110805
0,9,3,4,5,11,12,512,2048,147933
1,0,4,3,4,0,4,512,0,148840
0,17,4,4,1,4,12,128,1024,14917
0,14,6,3,6,12,6,512,1024,147527
0,16,3,3,1,4,8,512,256,26535
0,12,10,3,8,14,16,256,1024,61391
1,6,2,1,4,7,8,64,0,18332
0,8,6,2,7,13,32,512,2048,106805
0,8,2,4,8,14,16,1,2048,158122
1,17,8,0,4,1,8,64,0,168374
1,5,3,3,4,1,32,128,0,116007
1,0,8,1,4,1,32,128,0,126856
0,9,8,1,3,6,6,512,2048,5922
0,10,3,1,7,13,12,128,256,19588
0,10,2,2,6,12,32,512,2048,190104
1,3,6,3,4,1,8,256,0,168981
0,9,1,4,7,13,4,512,256,187825
0,15,5,3,1,4,8,128,1024,176943
0,19,7,2,6,12,8,64,2048,75108
0,19,10,1,7,13,6,128,512,100283
0,13,2,3,5,11,32,256,512,182991
1,18,9,1,4,0,6,256,0,157087
0,6,5,1,2,5,32,256,1024,181828
0,6,10,4,7,13,8,1,2048,57440
0,3,3,4,5,11,6,512,2048,47822
0,13,8,2,7,13,8,1,1024,178273
1,4,5,4,4,1,12,256,0,157529
0,11,3,2,8,14,16,512,2048,107956
0,19,9,4,8,14,4,256,512,18696
0,16,3,0,3,6,32,64,2048,194005
1,2,1,0,4,9,16,1,0,33015
0,8,8,0,0,3,12,128,256,142888
0,3,10,0,2,5,4,64,256,12785
0,17,1,3,3,6,16,1,256,191170
0,13,5,4,1,4,6,1,256,108894
0,15,7,3,2,5,12,128,2048,108024
0,14,10,0,8,14,4,128,256,24674
0,7,7,3,0,3,6,512,1024,24955
0,11,2,2,1,4,32,1,2048,138853
1,1,2,2,4,1,6,64,0,111188
1,12,3,3,4,2,12,1,0,35457
0,9,5,1,8,14,32,1,2048,50831
0,0,7,1,2,5,8,256,1024,135727
0,10,9,2,0,3,6,128,2048,196856
1,7,7,3,4,8,32,64,0,65413
0,8,8,0,7,13,4,1,1024,56944
0,13,7,1,1,4,12,128,1024,83569
1,9,4,4,4,9,16,1,0,87209
0,7,9,1,7,13,6,1,256,39473
1,0,4,4,4,10,16,512,0,104172
0,15,6,3,2,5,32,64,1024,190819
0,2,8,1,5,11,12,512,2048,93761
1,18,9,1,4,9,32,256,0,80050
1,16,1,3,4,7,4,512,0,45141
0,4,3,1,7,13,16,64,256,45284
1,0,6,4,4,0,6,1,0,197001
0,5,2,4,6,12,32,512,512,51802
1,16,4,3,4,9,16,128,0,21118
1,12,8,3,4,0,6,64,0,159449
1,14,7,2,4,0,4,1,0,99750
0,9,1,3,5,11,8,64,2048,50337
0,11,2,1,2,5,4,128,2048,90762
0,16,5,3,2,5,16,512,1024,41331
1,17,1,0,4,7,16,512,0,152281
1,16,3,0,4,8,16,128,0,60090
1,17,6,4,4,8,6,512,0,179663
0,7,8,2,6,12,8,64,256,47322
1,2,7,4,4,8,8,128,0,144575
1,13,2,3,4,0,8,512,0,70770
1,10,4,4,4,9,16,256,0,141785
0,4,10,3,0,3,32,1,2048,29012
1,18,8,0,4,10,32,128,0,20927
1,11,2,0,4,8,4,64,0,33671
1,16,10,2,4,0,12,1,0,74806
0,8,7,3,5,11,6,1,2048,61710
1,11,8,4,4,8,32,512,0,62694
1,11,10,0,4,7,32,1,0,192493
1,8,8,0,4,1,16,1,0,13407
0,19,8,4,8,14,6,64,2048,49567
1,4,9,3,4,9,16,1,0,136015
0,3,9,4,2,5,16,256,512,181337
0,1,8,4,8,14,32,128,2048,164429
0,5,1,1,6,12,6,64,2048,85219
1,16,7,0,4,8,16,128,0,71439
0,7,7,3,1,4,4,128,512,70453
1,19,3,2,4,0,6,64,0,147554
1,13,2,3,4,2,6,64,0,99995
1,18,2,3,4,9,4,256,0,175858
1,3,9,0,4,9,8,128,0,71427
0,4,5,1,6,12,12,64,512,38302
0,15,10,1,1,4,16,1,1024,18751
0,1,7,0,2,5,8,512,256,42019
1,4,4,0,4,9,16,256,0,6709
0,0,10,0,3,6,4,256,256,91269
1,7,2,1,4,8,6,128,0,76683
1,8,8,1,4,10,32,512,0,182245
0,6,4,4,2,5,16,256,1024,90212
1,6,6,2,4,1,32,64,0,44983
1,9,3,4,4,8,16,1,0,24008
1,1,5,4,4,2,4,512,0,113459
0,0,5,1,5,11,8,64,2048,134670
0,3,8,3,7,13,4,1,2048,146483
1,11,10,0,4,10,32,128,0,126388
0,13,8,1,2,5,32,128,1024,112400
0,10,2,2,2,5,32,1,1024,185087
0,16,5,0,2,5,4,256,256,98633
0,8,1,3,2,5,6,64,256,22086
0,16,9,2,2,5,6,512,1024,25580
1,15,7,4,4,8,4,1,0,112436
1,2,2,1,4,8,6,64,0,125595
0,7,5,0,1,4,6,128,256,7955
0,7,5,2,8,14,32,128,2048,87275
0,11,2,3,5,11,16,512,1024,150537
0,15,9,2,6,12,8,64,2048,13984
0,4,1,3,2,5,12,256,2048,126200
1,4,7,4,4,10,16,1,0,105593
1,2,4,4,4,8,12,256,0,17805
1,14,2,2,4,0,16,512,0,157230
1,7,10,2,4,7,6,1,0,53800
0,12,1,3,1,4,4,256,256,108288
0,5,6,0,2,5,8,64,256,89454
0,6,4,2,1,4,6,1,256,135896
0,11,10,0,7,13,8,512,1024,87885
0,17,9,2,2,5,16,1,256,67135
1,14,10,1,4,10,4,128,0,33471
1,19,7,2,4,0,32,512,0,92934
0,9,4,1,5,11,12,1,256,110809
1,13,7,0,4,1,8,1,0,103861
0,4,2,1,8,14,4,256,1024,108821
1,7,9,2,4,8,4,512,0,10083
0,19,3,2,1,4,12,1,1024,184477
1,3,1,4,4,9,32,512,0,8755
1,12,6,4,4,10,12,512,0,97429
1,0,5,0,4,0,16,128,0,40516
1,0,4,1,4,0,16,256,0,156441
1,10,6,0,4,1,4,1,0,191789
1,6,9,3,4,10,4,256,0,92426
0,18,10,3,8,14,12,1,256,20215
0,9,3,2,5,11,8,1,1024,170247
1,10,5,4,4,9,16,256,0,83734
0,15,2,0,1,4,16,512,512,186386
0,18,10,1,6,12,12,1,2048,136524
0,4,9,0,1,4,16,1,256,64961
0,10,2,0,2,5,16,512,512,185402
1,1,8,3,4,8,4,64,0,150105
1,12,4,4,4,2,16,256,0,73449
0,5,10,2,2,5,4,256,512,114407
0,4,5,1,7,13,4,512,512,108960
0,13,9,2,1,4,12,128,512,129803
1,1,2,0,4,1,16,512,0,42472
0,19,7,3,0,3,6,512,512,150661
1,15,3,4,4,9,8,512,0,8426
0,3,7,4,6,12,12,128,1024,112337
1,14,8,4,4,7,32,1,0,134166
0,13,6,2,5,11,4,1,2048,154879
0,3,5,3,1,4,32,256,1024,37975
0,19,8,3,1,4,12,256,1024,148248
1,6,7,1,4,8,16,256,0,168817
1,15,9,3,4,0,12,1,0,132946
0,0,6,4,0,3,4,64,512,87889
1,4,2,1,4,7,12,64,0,37280
0,19,5,0,0,3,8,128,1024,134004
0,13,5,3,0,3,12,64,2048,173732
0,10,7,1,6,12,32,256,512,63590
0,4,4,2,6,12,6,64,256,144093
1,10,9,0,4,2,16,128,0,5980
0,14,6,0,6,12,16,64,256,64245
0,8,4,1,2,5,12,1,512,6200
1,1,5,1,4,8,4,512,0,26733
0,11,8,4,8,14,4,1,1024,172998
0,17,6,3,8,14,6,256,1024,138355
1,1,2,4,4,7,8,128,0,63824
0,5,9,3,1,4,6,1,2048,52807
0,9,8,0,6,12,12,64,1024,161055
0,16,8,3,0,3,32,64,1024,129563
0,13,8,1,2,5,16,1,1024,88409
1,1,4,2,4,1,12,1,0,21186
1,8,4,0,4,10,8,64,0,199626
0,0,8,4,5,11,4,128,512,151968
1,13,1,0,4,10,32,128,0,6450
1,13,8,4,4,2,6,64,0,189247
0,15,8,3,1,4,16,128,2048,99871
0,0,5,0,2,5,16,256,512,15423
1,19,9,2,4,0,4,64,0,65990
0,6,3,4,2,5,12,64,256,23760
0,12,6,1,7,13,8,1,512,156049
0,9,9,0,8,14,8,64,1024,46532
0,17,1,0,8,14,16,512,2048,161407
1,1,10,4,4,0,16,1,0,124102
0,16,2,4,2,5,12,64,256,145271
0,5,2,3,5,11,6,256,1024,23208
1,13,6,2,4,1,6,1,0,55304
1,9,3,1,4,0,6,256,0,14350
